0,0.0
10000,132877.1237954945
20000,285754.247590989
30000,446180.2464081182
40000,611508.495181978
50000,780482.0237218406
60000,952360.4928162365
70000,1126654.7111124936
80000,1303016.990363956
90000,1481187.3642892586
100000,1660964.0474436812
110000,1842185.8398005422
120000,2024720.985632473
130000,2208459.7726997705
140000,2393309.4222249873
150000,2579190.446273695
160000,2766033.980727912
170000,2953779.787535964
180000,3142374.728578517
190000,3331771.579668677
200000,3521928.0948873623
210000,3712806.2584889242
220000,3904371.6796010844
230000,4096593.0971894865
240000,4289441.971264946
250000,4482892.142331043
260000,4676919.545399541
270000,4871501.968062487
280000,5066618.844449975
290000,5262251.078656336
300000,5458380.89254739
310000,5654991.69388026
320000,5852067.961455824
330000,6049595.144639608
340000,6247559.575071928
350000,6445948.388773046
360000,6644749.457157034
370000,6843951.3257160075
380000,7043543.159337354
390000,7243514.693380563
400000,7443856.189774725
410000,7644558.397508688
420000,7845612.5169778485
430000,8047010.167728167
440000,8248743.359202169
450000,8450804.464145606
460000,8653186.194378972
470000,8855881.57867673
480000,9058883.942529893
490000,9262186.889595682
500000,9465784.284662087
510000,9669670.237975681
520000,9873839.090799082
530000,1.0078285402079703E7
540000,1.0283003936124975E7
550000,1.048798965119076E7
560000,1.069323768889995E7
570000,1.0898743364417091E7
580000,1.1104502157312673E7
590000,1.1310509703057664E7
600000,1.151676178509478E7
610000,1.1723254327438524E7
620000,1.192998338776052E7
630000,1.2136945150921099E7
640000,1.2344135922911648E7
650000,1.2551552125175636E7
660000,1.2759190289279217E7
670000,1.2967047051904839E7
680000,1.3175119150143856E7
690000,1.3383403417066058E7
700000,1.3591896777546093E7
710000,1.3800596244328434E7
720000,1.4009498914314069E7
730000,1.4218601965053514E7
740000,1.4427902651432015E7
750000,1.4637398302534E7
760000,1.4847086318674708E7
770000,1.5056964168588148E7
780000,1.5267029386761125E7
790000,1.5477279570903977E7
800000,1.568771237954945E7
810000,1.58983255297716E7
820000,1.6109116795017377E7
830000,1.632008400304399E7
840000,1.6531225033955697E7
850000,1.6742537818334078E7
860000,1.6954020335456334E7
870000,1.7165670611596417E7
880000,1.7377486718404338E7
890000,1.7589466771359105E7
900000,1.7801608928291213E7
910000,1.8013911387970813E7
920000,1.8226372388757944E7
930000,1.843899020731146E7
940000,1.865176315735346E7
950000,1.8864689588486377E7
960000,1.9077767885059785E7
970000,1.929099646508448E7
980000,1.9504373779191364E7
990000,1.9717898309632767E7
1000000,1.9931568569324173E7
